LocationID,Count,ProgID,SurveyDescription,Easting,Northing,Location,Borough,Functional cycling area,latitude,longitude,office_government_count,office_association_count,office_company_count,office_consulting_count,office_financial_count,office_coworking_count,office_lawyer_count,office_estate_agent_count,office_insurance_count,office_telecommunication_count,amenity_restaurant_count,amenity_cafe_count,amenity_bar_count,amenity_pub_count,amenity_fast_food_count,amenity_bicycle_parking_count,railway_subway_entrance_count,public_transport_platform_count,amenity_bus_station_count,amenity_taxi_count,amenity_parking_count,amenity_ferry_terminal_count,highway_bus_stop_count,amenity_parking_space_count,railway_tram_stop_count,shop_convenience_count,shop_supermarket_count,shop_mall_count,shop_department_store_count,shop_bakery_count,shop_butcher_count,shop_clothes_count,shop_hardware_count,shop_furniture_count,shop_electronics_count,leisure_park_count,leisure_sports_centre_count,leisure_playground_count,leisure_stadium_count,leisure_swimming_pool_count,leisure_pitch_count,leisure_track_count,leisure_fitness_centre_count,leisure_garden_count,leisure_nature_reserve_count,building_residential_count,building_house_count,building_detached_count,building_apartments_count,building_bungalow_count,geometry,population_density
CENCY001,7205,CENCY,Central area cycle surveys,530251,178742,Millbank (south of Thorney Street),Westminster,Central,51.49262789,-0.125203586,1,0,13,0,0,0,1,11,0,0,37,49,15,11,29,273,15,199,0,2,12,2,103,1,0,27,2,0,0,3,0,5,2,2,1,1,5,4,0,0,4,0,7,1,0,0,0,1,0,0,POINT (530251 178742),312.0793548387095
CENCY002,4942,CENCY,Central area cycle surveys,533363,181824,Bishopsgate,City of London,Central,51.51959918,-0.079239447,4,1,69,1,4,5,15,10,1,0,208,154,80,57,109,504,30,224,0,7,6,0,118,0,0,37,9,0,4,3,0,49,0,2,2,0,14,2,0,0,2,0,24,0,0,0,0,0,0,0,POINT (533363 181824),181.4259615384615
CENCY003,4605,CENCY,Central area cycle surveys,532334,180520,Southwark Bridge,Southwark,Central,51.50812262,-0.094550579,1,1,57,5,2,3,10,4,1,0,162,99,53,49,91,408,51,213,0,7,6,3,109,0,0,31,3,0,4,8,1,30,1,3,0,2,5,1,0,0,3,0,12,0,0,0,0,0,0,0,POINT (532334 180520),167.2940298507463
CENCY004,2899,CENCY,Central area cycle surveys,532053,179678,Southwark Bridge Road,Southwark,Central,51.50062166,-0.098912148,1,0,10,2,0,1,2,12,0,0,107,73,20,27,57,486,19,208,0,4,12,1,108,0,0,41,6,0,0,6,4,6,1,3,2,4,3,5,0,0,9,0,10,0,0,0,0,0,0,0,POINT (532053 179678),205.86478873239426
CENCY005,4501,CENCY,Central area cycle surveys,533032,180213,Tooley Street,Southwark,Central,51.50520005,-0.084614609,2,0,25,2,1,1,7,6,0,0,186,97,56,45,90,379,34,200,0,5,5,4,103,0,0,39,6,0,4,8,0,25,0,1,0,0,3,3,0,0,7,0,14,0,0,0,0,0,0,0,POINT (533032 180213),224.6130841121494
CENCY006,3750,CENCY,Central area cycle surveys,532264,180068,Southwark Bridge Road (north - between Flat Iron Square and America Street),Southwark,Central,51.5040771,-0.095727991,1,0,23,3,0,2,3,5,0,0,115,75,23,34,73,433,30,174,0,4,8,3,88,0,0,35,5,0,2,6,1,6,0,3,1,4,3,2,0,0,9,0,12,0,0,0,0,0,0,0,POINT (532264 180068),200.0436974789916
CENCY007,3171,CENCY,Central area cycle surveys,530468,178622,Albert Embankment (south of Salamanca Street),Lambeth,Central,51.49149951,-0.12212395,0,0,5,0,0,0,1,18,0,0,40,37,12,13,26,265,7,188,0,1,15,2,98,1,0,28,2,0,0,4,0,3,2,2,0,1,5,5,0,0,5,0,6,1,0,0,0,1,0,0,POINT (530468 178622),230.19797297297293
CENCY008,3078,CENCY,Central area cycle surveys,530347,180654,Strand,Westminster,Central,51.50978823,-0.123115747,3,1,57,1,0,2,4,0,0,0,334,146,71,38,96,430,45,245,0,7,17,4,124,4,0,30,8,2,1,11,0,91,3,0,4,0,6,0,0,0,4,0,12,0,0,1,0,0,0,0,POINT (530347 180654),129.43870967741933
CENCY009,2191,CENCY,Central area cycle surveys,529990,180677,Charing Cross Road,Westminster,Central,51.51007709,-0.128248625,3,6,81,1,0,3,4,2,0,0,391,160,80,37,103,492,34,208,0,7,17,4,106,4,0,26,7,2,1,12,0,178,4,2,5,0,6,0,0,0,3,0,11,0,0,1,0,0,0,0,POINT (529990 180677),96.50847457627118
CENCY010,3576,CENCY,Central area cycle surveys,530804,179489,Lambeth Palace Road,Lambeth,Central,51.49921334,-0.116965928,3,0,5,0,0,0,0,11,0,0,72,69,13,22,35,314,23,227,0,1,11,5,115,4,0,27,7,0,0,3,2,6,1,1,2,3,4,7,0,0,3,0,4,0,0,0,0,1,0,0,POINT (530804 179489),190.8717171717172
CENCY011,4481,CENCY,Central area cycle surveys,530147,180015,Whitehall (south of Horse Guards Avenue),Westminster,Central,51.50409183,-0.126231654,4,1,17,0,0,0,4,4,0,0,232,120,39,28,71,277,40,219,0,6,14,4,112,4,0,22,6,1,0,8,0,72,3,0,2,0,6,0,0,0,4,0,8,0,0,1,0,0,0,0,POINT (530147 180015),337.086
CENCY012,3217,CENCY,Central area cycle surveys,530574,179657,Westminster Bridge,Lambeth,Central,51.50077622,-0.12021538,4,0,12,0,0,0,1,12,0,0,78,79,16,26,42,282,33,247,0,3,13,4,125,4,0,27,7,1,0,3,2,10,1,1,2,0,3,5,0,0,4,0,7,0,0,0,0,0,0,0,POINT (530574 179657),183.01058823529408
CENCY013,7335,CENCY,Central area cycle surveys,530526,180526,Victoria Embankment (by Cleopatra's Needle),Westminster,Central,51.50859667,-0.120585218,3,1,40,1,0,2,3,1,0,0,276,132,59,38,80,395,40,234,0,6,17,4,120,4,0,25,7,2,1,9,0,53,2,0,3,0,6,0,0,0,3,0,11,0,0,0,0,0,0,0,POINT (530526 180526),135.48793103448276
CENCY014,7488,CENCY,Central area cycle surveys,530327,179838,Victoria Embankment (between Derby Gate and Westminster Bridge),Westminster,Central,51.50245975,-0.123705042,4,1,15,0,0,0,3,9,0,0,136,96,25,23,51,286,31,247,0,4,15,4,126,4,0,23,8,1,0,5,2,21,4,0,1,0,5,3,0,0,4,0,8,0,0,0,0,0,0,0,POINT (530327 179838),321.56349206349205
CENCY015,7038,CENCY,Central area cycle surveys,530202,179251,Millbank (north of Great Peter Street),Westminster,Central,51.49721337,-0.125721376,4,0,13,0,0,0,1,11,0,0,52,68,9,12,31,239,10,186,0,2,9,3,95,0,0,25,5,0,0,3,0,5,2,1,1,0,4,3,0,0,3,0,5,0,0,0,0,1,0,0,POINT (530202 179251),314.56545454545454
CENCY016,3788,CENCY,Central area cycle surveys,530398,178957,Lambeth Bridge,Westminster,Central,51.49452616,-0.123007996,3,0,5,0,0,0,1,13,0,0,51,64,16,14,36,266,16,208,0,2,11,3,106,1,0,30,4,0,0,3,0,3,2,1,1,1,5,6,0,0,4,0,6,0,0,0,0,1,0,0,POINT (530398 178957),308.2296296296296
CENCY017,8099,CENCY,Central area cycle surveys,530788,180527,Waterloo Bridge,Lambeth,Central,51.50854513,-0.116811764,0,1,34,1,0,2,5,4,0,0,210,131,52,36,70,386,42,230,0,4,16,4,119,4,0,22,6,2,0,5,2,48,2,2,3,0,5,1,0,0,3,0,10,0,0,0,0,0,0,0,POINT (530788 180527),145.70175438596488
CENCY018,2251,CENCY,Central area cycle surveys,529920,179493,Victoria Street,Westminster,Central,51.49945297,-0.12969247,5,1,19,0,0,0,2,5,0,0,69,65,17,13,37,224,15,197,0,2,11,3,101,0,0,19,1,0,1,0,0,8,1,0,1,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,POINT (529920 179493),339.9747126436781
CENCY019,6941,CENCY,Central area cycle surveys,530250,179666,Bridge Street,Westminster,Central,51.50093178,-0.124877229,4,1,12,0,0,0,1,10,0,0,92,95,18,19,47,260,31,238,0,3,13,4,122,4,0,25,6,1,0,3,2,12,2,0,2,0,3,2,0,0,4,0,6,0,0,0,0,0,0,0,POINT (530250 179666),333.2276315789474
CENCY020,1144,CENCY,Central area cycle surveys,529533,180245,Pall Mall,Westminster,Central,51.50629969,-0.134988733,5,6,55,1,0,2,5,4,0,0,337,130,63,30,88,334,35,182,0,7,15,2,92,0,0,25,7,1,0,11,0,174,4,1,3,0,4,0,0,0,2,0,7,0,0,1,0,0,0,0,POINT (529533 180245),86.82545454545453
CENCY021,1967,CENCY,Central area cycle surveys,528969,179397,Buckingham Palace Road,Westminster,Central,51.49880781,-0.1434204,7,0,17,0,0,2,1,10,0,0,107,77,17,21,58,226,22,200,3,3,11,0,110,0,0,25,2,0,2,4,0,20,2,0,1,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,POINT (528969 179397),267.8016666666666
CENCY022,2627,CENCY,Central area cycle surveys,530165,180355,Northumberland Avenue,Westminster,Central,51.50714314,-0.125847091,4,6,43,1,0,0,3,2,0,0,318,133,65,35,85,388,41,225,0,7,15,4,116,4,0,23,8,2,1,12,0,112,3,0,3,0,7,0,0,0,3,0,10,0,0,1,0,0,0,0,POINT (530165 180355),125.08775510204084
CENCY023,5518,CENCY,Central area cycle surveys,531158,179307,Kennington Road (north),Lambeth,Central,51.49749583,-0.111936597,0,0,3,0,0,0,1,14,0,0,76,62,10,28,37,378,24,246,0,1,13,2,126,0,0,30,8,0,0,3,2,4,1,1,2,5,4,7,0,0,3,0,7,0,0,0,0,1,0,0,POINT (531158 179307),221.32499999999993
CENCY024,1424,CENCY,Central area cycle surveys,530991,179112,Lambeth Road,Lambeth,Central,51.49578213,-0.11441331,0,0,6,0,0,0,1,19,0,0,63,68,9,25,38,344,14,233,0,1,13,3,118,0,0,31,7,0,0,4,2,6,1,1,2,3,3,7,0,0,5,0,7,0,0,0,0,1,0,0,POINT (530991 179112),198.5999999999999
CENCY025,4277,CENCY,Central area cycle surveys,531239,179007,Kennington Road (south of Brook Drive),Lambeth,Central,51.49478108,-0.110881868,0,0,5,0,0,0,1,21,0,0,72,60,9,26,37,363,9,213,0,2,17,0,110,0,0,37,10,0,0,4,2,4,1,1,2,5,2,7,0,0,6,0,8,1,0,0,0,1,0,0,POINT (531239 179007),215.31768707482988
CENCY026,1345,CENCY,Central area cycle surveys,531035,179521,Westminster Bridge Road,Lambeth,Central,51.49944746,-0.113628093,2,0,3,0,0,1,0,11,0,0,75,66,11,27,35,338,24,217,0,1,12,4,111,4,0,26,7,0,0,3,2,4,1,1,2,5,5,7,0,0,2,0,4,0,0,0,0,1,0,0,POINT (531035 179521),192.5349514563107
CENCY027,2272,CENCY,Central area cycle surveys,531451,179615,Waterloo Road,Southwark,Central,51.5001957,-0.107603481,0,0,6,3,0,2,0,11,0,0,101,79,20,29,41,438,24,235,0,3,14,1,121,4,0,36,9,0,0,5,3,5,1,2,2,5,3,7,0,0,5,0,9,0,0,0,0,0,0,0,POINT (531451 179615),200.0112903225806
CENCY028,5996,CENCY,Central area cycle surveys,531651,180066,Blackfriars Road (Southwark station),Southwark,Central,51.50420212,-0.104555652,1,1,16,3,0,2,4,10,0,0,115,84,24,30,50,439,29,220,0,4,12,3,112,4,0,34,8,0,0,5,3,6,1,3,2,4,4,5,0,0,7,0,7,0,0,0,0,0,0,0,POINT (531651 180066),180.86105263157893
CENCY029,8767,CENCY,Central area cycle surveys,531293,180817,Temple,City of London,Central,51.51103423,-0.109431369,0,1,49,3,0,4,9,0,0,0,135,100,48,37,56,406,36,228,0,7,10,4,117,4,0,20,2,1,0,4,0,18,1,2,3,0,3,1,0,0,2,0,11,0,0,0,0,0,0,0,POINT (531293 180817),100.85555555555555
CENCY030,11230,CENCY,Central area cycle surveys,531646,180576,Blackfriars Bridge,City of London,Central,51.50878642,-0.104437448,0,1,50,6,1,2,8,1,0,0,139,83,42,30,55,404,35,214,0,6,12,3,109,4,0,21,3,1,0,5,1,8,1,2,2,3,3,2,0,0,1,0,8,0,0,0,0,0,0,0,POINT (531646 180576),137.909375
CENCY031,9643,CENCY,Central area cycle surveys,532837,180658,London Bridge,City of London,Central,51.50924484,-0.087255092,1,1,46,3,3,3,13,5,1,0,197,130,75,55,127,380,44,220,0,7,7,4,113,0,0,34,3,0,5,7,0,32,1,1,0,0,8,3,0,0,4,0,21,0,0,0,0,0,0,0,POINT (532837 180658),145.76923076923077
CENCY032,6412,CENCY,Central area cycle surveys,532580,180057,Borough High Street,Southwark,Central,51.50390428,-0.091181896,1,0,24,3,0,2,5,5,0,0,130,78,31,27,72,427,23,169,0,5,8,3,85,0,0,33,5,0,3,9,1,5,0,3,0,4,3,3,0,0,10,0,15,0,0,0,0,0,0,0,POINT (532580 180057),203.4961904761905
CENCY033,1075,CENCY,Central area cycle surveys,533262,179629,Bermondsey Street,Southwark,Central,51.49989785,-0.081523099,1,0,9,0,0,0,3,5,0,0,97,58,24,23,54,312,6,163,0,4,2,3,85,0,0,35,8,0,2,9,2,5,0,1,0,0,1,2,0,0,7,0,4,0,0,0,0,0,0,0,POINT (533262 179629),225.48627450980388
CENCY034,2897,CENCY,Central area cycle surveys,531829,179236,London Road,Southwark,Central,51.49670185,-0.102302394,2,0,4,2,0,0,2,11,0,0,79,66,11,31,46,406,14,196,0,2,9,0,104,0,0,48,10,0,0,3,4,8,2,1,1,5,3,8,0,0,9,0,10,0,0,0,0,1,0,0,POINT (531829 179236),215.92696629213475
CENCY035,4487,CENCY,Central area cycle surveys,531721,180348,Southwark Street,Southwark,Central,51.50672003,-0.103442457,1,1,37,3,0,2,8,7,0,0,139,82,34,32,60,420,32,208,0,5,13,3,105,4,0,30,6,0,0,8,3,7,0,2,2,4,4,2,0,0,4,0,8,0,0,0,0,0,0,0,POINT (531721 180348),144.02368421052634
CENCY036,2112,CENCY,Central area cycle surveys,531346,179259,Lambeth Road (west of St. George's Road),Southwark,Central,51.49702087,-0.109247715,0,0,4,1,0,0,1,15,0,0,82,67,10,32,43,397,18,233,0,2,14,0,119,0,0,35,10,0,0,4,3,4,1,1,2,5,4,7,0,0,6,0,10,0,0,0,0,1,0,0,POINT (531346 179259),221.74966442953018
CENCY037,1628,CENCY,Central area cycle surveys,531859,179485,Borough Road,Southwark,Central,51.49893251,-0.101777511,2,0,8,2,0,1,2,12,0,0,95,71,18,28,45,486,16,226,0,4,12,0,118,0,0,42,9,0,0,3,4,4,1,3,2,4,4,7,0,0,9,0,11,0,0,0,0,0,0,0,POINT (531859 179485),209.8408805031446
CENCY038,1567,CENCY,Central area cycle surveys,533678,180836,Minories,City of London,Central,51.51064627,-0.075076468,2,0,27,1,3,3,8,14,1,0,189,126,65,54,111,270,32,205,0,6,5,3,105,0,0,30,4,0,5,5,0,33,0,0,2,0,9,3,0,0,0,0,21,0,0,0,0,0,0,0,POINT (533678 180836),228.3765957446809
CENCY039,4509,CENCY,Central area cycle surveys,532949,180895,Gracechurch Street,City of London,Central,51.51134831,-0.085552895,2,1,51,2,5,4,15,7,1,0,230,140,78,62,149,344,51,234,0,10,5,3,120,0,0,25,3,0,6,7,0,36,1,0,1,0,13,3,0,0,1,0,26,0,0,0,0,0,0,0,POINT (532949 180895),120.58974358974359
CENCY040,3930,CENCY,Central area cycle surveys,531653,179549,Blackfriars Road,Southwark,Central,51.49955562,-0.104719624,1,0,8,3,0,2,1,11,0,0,97,81,20,33,45,476,23,248,0,3,15,0,128,0,0,39,9,0,0,5,3,4,1,3,2,5,4,6,0,0,8,0,11,0,0,0,0,0,0,0,POINT (531653 179549),209.5136986301369
CENCY041,4273,CENCY,Central area cycle surveys,531826,181393,Newgate Street,City of London,Central,51.51608647,-0.101540049,0,2,85,3,2,3,18,3,1,0,112,94,36,31,62,431,47,214,0,8,11,2,111,0,0,17,4,0,0,2,0,12,3,6,1,0,1,3,0,1,1,0,13,0,0,0,0,0,0,0,POINT (531826 181393),178.96623376623384
CENCY042,3677,CENCY,Central area cycle surveys,530921,181605,High Holborn,Camden,Central,51.51820188,-0.114496448,0,1,77,2,0,3,12,5,0,0,174,139,43,41,69,593,21,229,0,7,13,0,116,0,0,23,5,1,0,2,1,43,1,5,2,0,3,2,0,0,1,0,14,0,0,0,0,0,0,0,POINT (530921 181605),209.75937500000006
CENCY043,4233,CENCY,Central area cycle surveys,531279,181577,Holborn,City of London,Central,51.51786725,-0.109350217,0,1,74,4,0,3,13,5,0,0,132,120,36,38,64,575,25,245,0,5,10,1,128,0,0,21,5,1,0,3,1,24,2,6,1,0,0,3,0,0,1,0,14,0,0,0,0,0,0,0,POINT (531279 181577),214.5464646464647
CENCY044,10445,CENCY,Central area cycle surveys,531647,181040,New Bridge Street,City of London,Central,51.51295593,-0.104249956,0,1,73,4,1,3,13,1,1,0,106,81,38,28,49,403,35,195,0,6,13,2,99,0,0,17,2,1,0,4,0,11,1,5,1,0,1,2,0,0,1,0,11,0,0,0,0,0,0,0,POINT (531647 181040),130.08518518518517
CENCY045,2296,CENCY,Central area cycle surveys,531109,181106,Strand (east),Westminster,Central,51.51367403,-0.111973923,0,1,68,3,0,4,10,1,0,0,163,114,45,39,67,488,30,230,0,6,14,3,117,4,0,16,3,1,0,4,0,47,2,5,2,0,4,1,0,0,2,0,14,0,0,0,0,0,0,0,POINT (531109 181106),153.20375000000007
CENCY047,5089,CENCY,Central area cycle surveys,531288,182041,Clerkenwell Road (west),Camden,Central,51.52203491,-0.109047873,0,1,51,3,0,4,10,6,0,0,108,100,25,33,56,570,15,216,0,3,8,0,123,0,0,22,5,0,0,1,1,20,2,7,1,0,0,3,0,1,0,0,12,0,0,0,0,0,0,0,POINT (531288 182041),210.65586206896555
CENCY048,4121,CENCY,Central area cycle surveys,532764,181740,Moorgate,City of London,Central,51.5189853,-0.087899234,1,1,78,2,5,5,16,2,1,0,198,134,80,48,126,541,47,269,0,6,10,0,146,0,0,26,8,0,4,2,0,40,2,4,1,0,13,3,0,1,2,0,26,0,0,0,0,0,0,0,POINT (532764 181740),184.5945054945055
CENCY049,8302,CENCY,Central area cycle surveys,531595,181401,Farringdon Street,City of London,Central,51.51621217,-0.104864235,0,1,84,4,1,3,16,3,1,0,115,98,36,31,63,473,28,213,0,6,9,2,110,0,0,19,4,1,0,3,0,11,3,7,1,0,0,3,0,1,1,0,11,0,0,0,0,0,0,0,POINT (531595 181401),169.5204819277109
CENCY050,4364,CENCY,Central area cycle surveys,533641,181204,Aldgate High Street,City of London,Central,51.513962,-0.075469948,2,1,29,2,4,4,12,11,1,0,191,142,65,59,114,310,36,214,0,5,7,2,111,0,0,33,5,0,3,5,0,41,0,1,2,0,12,2,0,0,2,0,24,0,0,0,0,0,0,0,POINT (533641 181204),193.71829268292674
CENCY051,1555,CENCY,Central area cycle surveys,530865,180976,Strand (west),Westminster,Central,51.51256229,-0.115536386,0,1,71,3,0,3,10,1,0,0,228,145,51,37,84,461,44,249,0,4,12,2,125,4,0,25,3,2,0,5,0,56,2,0,2,0,5,1,0,0,2,0,12,0,0,0,0,0,0,0,POINT (530865 180976),141.58933333333343
CENCY052,6392,CENCY,Central area cycle surveys,530715,181854,Theobald's Road,Camden,Central,51.5204872,-0.117371419,0,0,62,2,0,3,7,5,0,0,157,142,31,43,59,644,15,229,0,6,14,0,118,1,0,32,5,1,0,1,1,36,1,6,2,0,2,1,0,0,0,0,14,0,0,0,0,0,0,0,POINT (530715 181854),252.09922480620156
CENCY053,2499,CENCY,Central area cycle surveys,532817,182064,City Road,Islington,Central,51.52188445,-0.087013809,2,2,70,3,4,6,14,2,3,0,160,118,64,37,86,583,29,247,0,7,10,0,133,0,0,24,11,0,2,2,0,27,1,5,2,0,13,3,0,1,2,0,19,0,0,0,0,0,0,0,POINT (532817 182064),213.48372093023255
CENCY054,2174,CENCY,Central area cycle surveys,530584,181357,Kingsway,Camden,Central,51.51605114,-0.119442436,0,0,62,3,0,2,8,1,0,0,261,169,53,45,103,588,25,220,0,7,14,0,112,0,0,29,6,2,1,7,0,68,3,4,4,0,4,1,0,0,2,0,14,0,0,0,0,0,0,0,POINT (530584 181357),204.1086956521739
CENCY055,2848,CENCY,Central area cycle surveys,530666,180998,Aldwych,Westminster,Central,51.51280601,-0.118394304,0,1,60,4,0,3,8,1,0,0,279,157,61,47,97,458,34,236,0,6,13,2,119,4,0,25,5,2,1,8,0,59,2,0,3,0,5,1,0,0,3,0,12,0,0,0,0,0,0,0,POINT (530666 180998),141.99428571428575
CENCY056,4735,CENCY,Central area cycle surveys,530290,181555,Bloomsbury Way,Camden,Central,51.51789831,-0.123603932,0,0,83,1,0,4,5,2,0,0,316,174,64,46,107,666,20,196,0,7,14,0,99,1,0,32,6,1,1,8,0,76,4,3,6,0,5,2,0,0,0,0,14,0,0,0,0,0,0,0,POINT (530290 181555),213.8876033057851
CENCY057,1652,CENCY,Central area cycle surveys,530281,181909,Southampton Row,Camden,Central,51.52108164,-0.123602818,0,1,61,2,0,5,5,2,0,0,187,155,38,45,70,689,21,209,0,8,14,0,105,2,0,29,5,0,1,0,0,42,2,5,4,1,2,2,0,0,0,0,15,0,0,0,0,0,0,0,POINT (530281 181909),233.52042253521134
CENCY058,2303,CENCY,Central area cycle surveys,529989,181571,Bloomsbury Street,Camden,Central,51.51811138,-0.127933669,0,1,96,2,0,4,3,4,0,0,390,203,74,44,115,711,24,165,0,9,17,0,85,1,0,36,6,1,1,9,0,113,5,7,5,0,6,3,0,0,1,0,17,0,0,0,0,0,0,0,POINT (529989 181571),213.51750000000004
CENCY059,1503,CENCY,Central area cycle surveys,529338,182151,Tottenham Court Road (north),Camden,Central,51.52347294,-0.137098134,1,1,41,1,0,4,1,6,0,0,123,105,33,27,58,566,28,169,0,5,15,0,85,0,0,27,5,0,0,4,0,35,3,9,2,1,2,4,0,0,0,0,9,0,0,0,0,0,0,0,POINT (529338 182151),264.65208333333317
CENCY060,2158,CENCY,Central area cycle surveys,529695,181599,Tottenham Court Road (south),Camden,Central,51.51843052,-0.132158208,0,1,93,2,0,6,3,5,0,0,388,187,77,41,120,729,38,217,0,10,19,0,110,0,0,36,9,0,2,10,0,122,6,9,5,0,5,3,0,0,1,0,15,0,0,0,0,0,0,0,POINT (529695 181599),205.88151260504205
CENCY061,5050,CENCY,Central area cycle surveys,529488,181323,Oxford Street (east),Westminster,Central,51.51599764,-0.13524121,0,5,98,2,0,5,5,6,0,0,417,175,82,34,113,667,36,189,0,10,20,0,96,0,0,29,8,0,4,13,0,264,6,17,6,0,3,3,0,0,1,0,12,0,0,1,0,0,0,0,POINT (529488 181323),137.05670103092785
CENCY062,1263,CENCY,Central area cycle surveys,529856,181219,Charing Cross Road,Camden,Central,51.51497864,-0.12997899,0,5,105,2,0,4,4,4,0,0,444,209,90,43,134,674,42,249,0,11,17,0,126,0,0,34,9,2,1,11,0,185,6,7,5,0,5,2,0,0,3,0,17,0,0,1,0,0,0,0,POINT (529856 181219),189.4448275862069
CENCY063,1822,CENCY,Central area cycle surveys,529032,181189,Regent Street,Westminster,Central,51.51489766,-0.141858261,0,5,95,2,0,5,6,28,0,0,388,152,76,26,109,547,33,176,0,9,20,0,89,0,0,25,9,0,4,13,1,305,5,21,6,0,2,1,0,0,1,0,12,1,0,1,0,0,0,0,POINT (529032 181189),131.79603960396037
CENCY064,1670,CENCY,Central area cycle surveys,528235,181247,Wigmore Street,Westminster,Central,51.51560019,-0.153316647,4,0,48,2,0,1,5,50,0,0,188,96,21,14,60,353,25,171,0,4,29,0,86,0,0,17,7,0,3,9,1,216,8,18,2,0,0,0,0,0,1,0,10,2,0,0,0,0,0,0,POINT (528235 181247),173.1739837398374
CENCY065,2327,CENCY,Central area cycle surveys,529379,181655,Mortimer Street,Westminster,Central,51.51900617,-0.136689438,0,1,86,2,0,5,3,10,0,0,322,150,71,31,96,651,28,201,0,8,16,0,100,0,0,33,8,0,4,8,0,184,5,17,4,0,4,4,0,0,1,0,12,0,0,0,0,0,0,0,POINT (529379 181655),192.04098360655743
CENCY066,4047,CENCY,Central area cycle surveys,531520,181821,Farringdon Road (near station),Camden,Central,51.52000396,-0.105787897,0,1,72,4,0,4,17,4,1,0,107,99,33,35,60,575,22,227,0,6,11,0,126,0,0,19,6,0,0,2,1,21,2,7,1,0,0,4,0,1,0,0,12,0,0,0,0,0,0,0,POINT (531520 181821),207.2677419354839
CENCY067,1048,CENCY,Central area cycle surveys,531299,181348,Fetter Lane,City of London,Central,51.51580469,-0.109147368,0,1,76,4,0,4,13,3,0,0,129,111,41,37,66,516,27,242,0,6,10,1,123,0,0,22,3,1,0,3,1,28,1,5,1,0,1,2,0,0,1,0,13,0,0,0,0,0,0,0,POINT (531299 181348),167.07631578947374
CENCY068,3048,CENCY,Central area cycle surveys,531421,182750,Rosebery Avenue (north),Islington,Central,51.52837545,-0.106867726,0,1,32,1,0,2,4,8,0,0,90,72,14,25,47,516,5,202,0,2,7,0,118,1,0,24,4,0,0,1,1,14,3,10,0,0,0,4,0,1,0,0,9,0,0,0,0,0,0,0,POINT (531421 182750),212.9637837837838
CENCY069,2243,CENCY,Central area cycle surveys,532099,182025,Goswell Road (south),Islington,Central,51.52170221,-0.097371271,1,2,81,4,2,5,14,4,1,0,110,80,32,24,58,571,21,228,0,7,9,0,132,0,0,24,9,0,1,2,1,13,3,8,1,0,3,6,0,1,1,0,14,0,0,0,0,0,0,0,POINT (532099 182025),213.82440944881884
CENCY071,1511,CENCY,Central area cycle surveys,528827,181674,Portland Place,Westminster,Central,51.51930296,-0.144633825,3,0,75,1,0,5,5,29,0,0,223,126,42,16,86,534,28,172,0,4,16,0,87,0,0,18,5,0,3,8,1,220,5,24,4,0,1,3,0,0,1,0,12,1,0,0,0,0,0,0,POINT (528827 181674),164.7299145299145
CENCY072,2525,CENCY,Central area cycle surveys,529744,180897,Shaftesbury Avenue,Westminster,Central,51.51211064,-0.13171055,0,6,104,1,0,3,4,3,0,0,435,186,97,38,131,589,45,245,0,8,18,1,126,0,0,29,10,1,1,12,0,234,6,6,6,0,6,2,0,0,3,0,12,0,0,1,0,0,0,0,POINT (529744 180897),119.09999999999998
CENCY073,1737,CENCY,Central area cycle surveys,529948,182336,Tavistock Square (A4200),Camden,Central,51.52499557,-0.128242375,0,1,39,1,1,2,1,3,0,0,142,151,24,43,67,621,28,199,0,9,14,0,101,2,0,39,5,0,1,3,1,27,0,4,1,1,2,4,0,0,0,0,8,0,0,0,0,0,0,0,POINT (529948 182336),265.6462499999997
CENCY074,2056,CENCY,Central area cycle surveys,530738,182378,Grays Inn Road (north),Camden,Central,51.52519085,-0.116845851,0,0,31,1,0,3,6,9,0,0,130,137,16,42,65,597,18,242,0,7,11,0,128,2,0,38,4,0,0,3,1,31,2,7,1,1,1,2,0,0,0,0,11,0,0,0,0,0,0,0,POINT (530738 182378),254.26543209876525
CENCY075,4192,CENCY,Central area cycle surveys,528462,181105,Oxford Street (west),Westminster,Central,51.51427255,-0.150098739,3,4,61,0,0,2,5,41,0,0,257,113,38,16,67,405,24,156,0,3,19,0,79,0,0,17,8,0,3,7,1,257,8,19,2,0,0,0,0,0,2,0,10,2,0,0,0,0,0,0,POINT (528462 181105),139.16635514018688
CENCY076,496,CENCY,Central area cycle surveys,527880,181587,Gloucester Place,Westminster,Central,51.51873609,-0.158306683,4,0,18,3,0,0,5,60,0,0,150,81,5,15,46,325,19,166,0,2,39,0,88,0,0,28,8,0,4,9,2,125,7,15,2,0,0,1,0,0,2,0,9,1,0,0,0,0,0,0,POINT (527880 181587),202.52171052631581
CENCY077,432,CENCY,Central area cycle surveys,528046,181576,Baker Street,Westminster,Central,51.51859967,-0.155919513,4,0,30,2,0,1,6,60,0,0,157,85,12,17,51,327,19,178,0,2,40,0,92,0,0,22,6,0,4,10,1,150,7,15,2,0,0,0,0,0,2,0,10,1,0,0,0,0,0,0,POINT (528046 181576),195.7100719424461
